SOR OMEGA test,,,,,,,,,,
Array size = 128 x 128,,,,,,,,,,
0.5,9987,15968,16305,15290,20105,12009,8193,10470,14158,11582
0.51,15954,9299,9630,14951,20063,18511,18602,18092,13913,16898
0.52,17399,19691,18303,14760,13473,19024,17712,18172,10260,10967
0.53,15460,18469,17651,13615,10690,17574,19508,11911,18544,18416
0.54,18236,10801,12309,14577,17546,17423,7253,13727,13788,16999
0.55,15926,16565,12107,7068,9121,13102,5710,8845,11631,19545
0.56,15251,9695,13154,7923,8332,19617,6098,12141,10245,15269
0.57,13416,12089,19355,6960,9498,9356,16368,12693,11723,6865
0.58,12839,11153,15516,14551,8447,13329,10570,14634,12239,12451
0.59,11925,12691,14270,10182,15445,13716,9806,14997,17016,10552
0.6,11700,13660,14355,14756,13479,16080,10781,15937,7287,14569
0.61,14230,17439,14368,15121,10648,10697,11283,5766,8467,12866
0.62,15999,8015,14498,7315,12825,14260,14105,16056,14067,15577
0.63,15698,11780,12489,11211,13703,13506,10586,13782,6841,12153
0.64,12189,7805,14403,12976,7461,9628,12596,8902,12603,9071
0.65,10849,12334,12338,14156,13329,11491,9018,13092,12631,8819
0.66,14048,9050,6920,12511,9129,10757,13981,11835,10275,14618
0.67,13078,10611,13449,10676,11581,12402,11243,14224,5085,5077
0.68,10062,13241,6312,11646,5043,8080,8762,6736,14113,6163
0.69,8060,12396,11590,12712,5249,13335,5254,6508,5259,13256
0.7,11710,12098,6675,10279,11973,7832,5923,12344,10409,10089
0.71,11009,11884,11436,14369,9709,8076,9943,12544,9417,8160
0.72,12410,6825,13200,12399,9542,12710,8493,5096,4652,11834
0.73,6374,8539,9776,10320,8310,9943,10870,8168,5511,9190
0.74,10776,13693,10373,7881,11119,12671,13096,12201,11236,5504
0.75,7847,5355,6134,8990,8244,12618,9513,9560,9204,10198
0.76,9707,11503,11363,9321,10652,11760,8808,11204,11809,5287
0.77,5344,8698,6722,6514,8952,8632,9414,9660,10770,7610
0.78,4285,8547,4457,8901,5404,8704,8746,9172,5920,6732
0.79,9256,9863,4370,9554,11003,7739,6020,8576,7215,10263
0.8,5253,9321,9972,9503,4011,8914,11257,6991,9590,6753
0.81,4329,9018,9025,9304,10152,7345,4814,8547,4480,9550
0.82,10489,7581,4685,8452,8350,7518,8000,5365,8268,7598
0.83,7319,4223,7114,6993,4199,7492,7228,6643,8836,8327
0.84,4348,7664,3915,5233,9724,7671,4298,7749,8274,5967
0.85,8866,7681,6736,7800,4476,10870,3524,9044,8934,3868
0.86,9281,9683,6729,4531,7173,7435,10296,8756,5048,9721
0.87,8754,8371,4523,8160,8612,8935,8207,7611,7142,5878
0.88,8912,7363,5164,9381,5983,4815,3856,6822,8270,7419
0.89,8525,3875,8503,3952,6008,8017,8888,8049,9308,6695
0.9,4404,6549,8832,7399,8500,6896,7213,5309,3854,8013
0.91,6981,3799,4467,5544,7279,5774,4092,5332,7301,7170
0.92,7401,6137,3787,7788,7140,8471,6544,3768,6353,5548
0.93,4760,6158,4603,7185,6343,7399,8112,4555,8480,7390
0.94,3589,8067,5546,6580,4400,6844,4451,5751,7207,7294
0.95,5992,7745,5677,5980,7139,7027,7655,5964,7565,7100
0.96,4534,6428,5577,7437,7333,6875,7288,6564,7396,3158
0.97,6391,6684,5885,5352,7180,7482,3412,3019,5097,7053
0.98,4158,6846,4227,5832,5534,5650,7121,4409,6109,4505
0.99,4571,6392,7475,4007,3139,6130,4605,4425,4770,6096
1,4260,4223,4605,4993,7525,6685,6081,7487,6861,5733
1.01,6704,5281,3003,4471,4496,6634,6269,6393,6307,6289
1.02,6374,4112,3859,3747,7639,5134,5315,5239,6826,7198
1.03,3100,5151,4926,6113,3797,6375,3733,6064,4338,7037
1.04,5129,5103,5035,6583,4192,6021,2925,3819,3486,6357
1.05,6051,5443,4289,6481,4190,6774,5515,6021,5366,5503
1.06,5833,6609,4655,4906,6763,5151,5856,6409,5712,5977
1.07,5474,6480,3665,5709,6513,6266,4436,6226,6358,4756
1.08,5796,3826,5245,5465,5057,3696,6534,6349,3753,4126
1.09,5235,3915,5121,3037,6145,5259,4780,6158,6115,5991
1.1,6897,2373,5737,2848,2666,3848,6426,5668,3804,2362
1.11,5963,3384,4222,4888,2693,4239,4709,5513,5874,4675
1.12,4940,4812,5074,3962,5521,2700,2943,6219,3519,4424
1.13,3351,6358,5383,5440,5316,3153,5989,4369,5245,3904
1.14,4060,2078,4914,4275,4710,6219,3403,5687,3810,3930
1.15,4398,5257,3086,4283,4017,5403,4964,2623,4864,5406
1.16,4883,3672,3474,4802,5604,4745,6044,3966,3608,4793
1.17,3783,5542,2766,2255,5158,5020,5257,3342,3447,4783
1.18,3037,5339,5035,5368,2641,4689,2366,3168,5353,4997
1.19,3845,3184,5245,5029,4146,5012,4252,3644,2719,5099
1.2,3074,2535,4871,2362,2910,2334,5044,1459,2156,4148
1.21,3703,4620,2260,3442,2273,2179,5086,5269,4160,4368
1.22,2180,3765,4266,3507,4332,2081,2903,2982,4878,5046
1.23,5001,4985,4451,4275,3595,4784,4613,4444,4296,3151
1.24,4702,2159,3878,4813,2730,3347,4937,3004,4656,3479
1.25,3791,4956,5123,3454,4229,4049,4512,3965,3528,4458
1.26,4497,5107,3818,4153,2961,3520,4239,5054,3997,2090
1.27,4171,4486,2998,3104,4628,4751,1808,2898,3209,3430
1.28,3168,2336,4010,4425,3139,2328,3176,3949,4789,1259
1.29,1991,1921,3286,4081,4218,3234,4356,2023,4033,4411
1.3,2665,4203,3428,3297,2713,3922,4121,3198,4417,1338
1.31,4237,2825,1960,3790,3263,4408,3763,2469,4071,2511
1.32,3745,3612,1466,3252,2308,3406,2881,2673,4204,4551
1.33,3696,4056,3878,3389,3621,4255,3795,3288,3482,3347
1.34,3129,4029,2493,4174,3681,3119,3691,3787,3485,1738
1.35,1629,3768,3808,4120,3978,3908,3972,3467,3826,2556
1.36,2794,3494,3219,3531,3118,2704,2958,3472,3146,3485
1.37,1525,3373,2419,2598,2832,1640,2450,2809,1661,2837
1.38,3221,2848,2798,2430,3635,2331,3427,2142,1377,3446
1.39,3599,3483,1758,2782,1924,1332,3023,2752,3232,2660
1.4,2868,2224,3132,3464,2610,3381,3344,2356,3487,1537
1.41,2887,1387,2858,1125,2648,2659,2298,3124,2009,3706
1.42,2135,1569,2494,3338,2578,2872,3119,1933,2745,3577
1.43,3051,3150,2966,2394,2784,2368,3062,2836,3444,1509
1.44,2864,2579,1375,2523,2534,3216,1916,2447,3203,2195
1.45,2905,2289,2271,2105,2779,2860,3666,2316,2570,2260
1.46,1770,1701,2610,3058,2609,2569,2525,3163,2841,2732
1.47,1524,2610,3068,2610,2707,1861,1944,2692,2949,2670
1.48,2982,1372,2890,2854,2534,2476,2290,2635,1628,2742
1.49,2339,1424,1911,1915,2631,1425,1305,2722,1850,2676
1.5,1276,1233,2430,2388,2886,2504,1028,2377,1415,1797
1.51,2103,2499,2643,2282,2521,3068,960,2767,2141,1231
1.52,2088,2219,2135,2318,2171,1860,1926,2432,2336,2372
1.53,2500,1613,1551,1922,2432,2382,1960,1330,2764,2554
1.54,1044,2407,1074,1364,1172,1788,2568,1114,2547,2456
1.55,1918,1734,2526,2124,2208,2231,1797,1817,1773,2610
1.56,1123,1970,2004,2004,2281,1469,2291,1789,2001,1257
1.57,2397,1936,1142,2204,1985,1919,2462,1316,2135,1921
1.58,1016,1475,2261,1538,2395,2418,2084,1818,2227,1109
1.59,1993,2271,2094,1175,1428,1808,2115,1055,2225,2202
1.6,2140,2109,2134,2310,1322,1760,2279,1619,1984,1840
1.61,2179,1720,1835,2110,1750,1889,1493,2122,1813,2021
1.62,1927,1424,2140,1785,1960,1794,1003,1841,1563,1878
1.63,1284,1434,1929,2049,1860,1272,1252,811,965,1650
1.64,1335,1600,2089,1148,1670,1200,1565,1538,1814,2015
1.65,2104,1618,1372,864,1098,1670,1635,1912,1446,1719
1.66,1273,1812,890,1546,1749,1265,1105,751,1928,1946
1.67,1268,1205,1360,1463,1386,1902,1919,1592,921,1543
1.68,1270,1567,831,1506,1550,1412,812,1630,1831,1286
1.69,1620,1493,1576,1117,1383,1719,821,699,1421,1530
1.7,996,1709,1140,1409,1656,1670,1738,1273,1849,770
1.71,959,964,1242,1099,1305,698,1451,1513,1442,1493
1.72,1305,1426,1342,1517,1402,1269,1229,1281,1184,1449
1.73,1309,1387,907,1437,1375,1453,1444,1045,1564,1315
1.74,1487,1414,946,653,1143,1431,1217,1272,1215,1375
1.75,937,930,978,1356,1279,1137,1232,1429,1276,1266
1.76,1155,1208,488,1247,1117,856,1300,1220,1316,1056
1.77,1185,1144,1260,641,901,1032,863,1183,1202,1046
1.78,944,1221,699,1226,971,1170,1105,840,1064,735
1.79,1259,1175,1175,1097,752,1096,743,521,1222,997
1.8,1151,863,1080,771,1059,992,954,1154,667,1045
1.81,730,1009,1063,852,1121,1046,972,1004,981,973
1.82,1020,1017,695,864,1058,918,976,862,887,505
1.83,979,842,913,803,887,873,846,864,892,885
1.84,943,421,913,787,682,831,949,954,676,543
1.85,869,874,730,899,769,843,765,828,786,473
1.86,633,703,748,676,759,834,770,585,722,748
1.87,591,699,512,747,580,570,740,726,779,516
1.88,605,433,572,555,628,529,715,668,630,664
1.89,560,540,573,263,466,561,543,405,521,477
1.9,433,583,493,419,268,324,313,536,380,393
1.91,535,460,543,451,528,405,526,435,421,430
1.92,406,368,397,421,461,367,343,377,451,445
1.93,358,352,314,359,377,392,326,307,261,360
1.94,295,329,284,300,293,356,340,317,336,362
1.95,324,324,323,323,324,324,324,327,324,323
1.96,396,395,395,395,396,396,397,397,396,396
1.97,510,510,512,510,510,509,510,511,510,510
1.98,747,746,747,746,746,746,745,746,745,745
1.99,1465,1465,1466,1466,1468,1466,1466,1469,1466,1466
,,,,,,,,,,
OMEGA, average iterations,,,,,,,,,
0.5000 13406.7,13406.7,13406.7,,,,,,,,
0.5100 15591.3,15591.3,15591.3,,,,,,,,
0.5200 15976.1,15976.1,15976.1,,,,,,,,
0.5300 16183.8,16183.8,16183.8,,,,,,,,
0.5400 14265.9,14265.9,14265.9,,,,,,,,
0.5500 11962.0,11962.0,11962,,,,,,,,
0.5600 11772.5,11772.5,11772.5,,,,,,,,
