SOR OMEGA test,,,,,,,,,,
Array size = 128 x 128,,,,,,,,,,
0.8,5277,8546,8695,8145,10585,6480,4373,5543,7588,6231
0.81,8625,4967,5103,8122,10719,9944,10009,9710,7600,9109
0.81,9509,10688,9988,8139,7417,10340,9689,9911,5798,6257
0.82,8636,10196,9757,7687,6043,9728,10735,6642,10241,10154
0.82,10217,6291,7069,8285,9822,9779,4065,7784,7840,9547
0.83,9070,9434,7046,4010,5375,7605,3271,5292,6773,11041
0.83,8825,5788,7724,4591,5104,11233,3540,7174,6099,8854
0.84,7928,7210,11229,4104,5789,5617,9553,7557,7034,4051
0.84,7710,6761,9224,8655,5188,8000,6456,8689,7363,7468
0.85,7300,7722,8641,6273,9288,8284,6050,9028,10190,6437
0.85,7208,8377,8761,9001,8220,9764,6682,9665,4402,8878
0.86,8793,10667,8857,9311,6661,6670,7054,3540,5313,7993
0.86,9940,4964,9052,4767,8077,8908,8825,9976,8763,9685
0.87,9873,7502,7922,7142,8688,8559,6807,8735,4305,7728
0.87,7844,5223,9194,8336,4755,6333,8088,5795,8088,5942
0.88,7093,8013,8024,9145,8635,7477,5909,8492,8219,5730
0.88,9177,6110,4620,8206,6131,7123,9135,7801,6823,9532
0.89,8667,7096,8902,7124,7727,8229,7473,9399,3396,3398
0.89,6794,8859,4205,7841,3386,5488,5961,4711,9415,4295
0.9,5629,8400,7880,8596,3553,9017,3551,4559,3547,8970
0.9,8037,8303,4670,7105,8218,5503,4085,8432,7196,6975
0.91,7652,8247,7949,9896,6764,5734,6955,8677,6595,5759
0.91,8669,4968,9203,8668,6721,8877,6007,3573,3273,8271
0.92,4628,6118,6982,7328,5941,7079,7713,5920,4065,6554
0.92,7730,9737,7439,5684,7963,9034,9329,8699,8032,3919
0.93,5735,3992,4491,6545,6065,9085,6908,6985,6696,7397
0.93,7131,8396,8304,6856,7798,8567,6511,8173,8603,3919
0.94,4003,6475,5070,4941,6617,6430,6969,7141,7954,5701
0.94,3213,6426,3324,6692,4000,6549,6563,6873,4536,5043
0.95,6999,7444,3412,7200,8264,5881,4613,6494,5482,7723
0.95,4032,7084,7583,7260,3075,6813,8537,5404,7288,5214
0.96,3318,6960,6945,7155,7798,5655,3677,6606,3439,7353
0.96,8119,5898,3665,6589,6506,5899,6243,4286,6437,5940
0.97,5765,3350,5630,5520,3274,5928,5710,5278,6936,6558
0.97,3464,6108,3089,4288,7688,6099,3397,6159,6566,4806
0.98,7069,6182,5432,6240,3697,8644,2901,7230,7143,3118
0.98,7475,7789,5459,3637,5814,6030,8276,7069,4052,7824
0.99,7127,6833,3682,6668,7008,7269,6680,6210,5842,4849
0.99,7313,6082,4290,7692,4964,3998,3168,5653,6800,6116
1,7061,3207,7047,3277,5032,6654,7359,6686,7705,5579
1,3797,5545,7379,6219,7113,5791,6059,4497,3241,6716
1.01,5941,3230,3815,4733,6170,4938,3440,4521,6176,6053
1.01,6324,5285,3237,6639,6094,7216,5601,3201,5436,4782
1.01,4136,5342,4038,6195,5473,6366,6971,3958,7282,6365
1.02,3132,7002,4849,5732,3864,5953,3845,5025,6267,6329
1.02,5273,6776,4994,5266,6253,6164,6707,5261,6632,6230
1.03,4014,5697,4966,6573,6484,6078,6442,5811,6531,2787
1.03,5719,5959,5272,4801,6401,6665,3036,2695,4587,6285
1.04,3790,6163,3811,5265,4998,5113,6409,4012,5512,4062
1.04,4195,5817,6781,3638,2850,5572,4193,4035,4346,5550
1.05,3941,3912,4244,4594,6881,6121,5576,6848,6285,5261
1.05,6198,4908,2773,4154,4173,6129,5795,5914,5833,5817
1.06,5942,3862,3638,3539,7112,4810,4965,4896,6358,6702
1.06,2910,4859,4649,5751,3577,5999,3552,5705,4102,6614
1.07,4875,4851,4783,6243,3991,5713,2794,3637,3342,6031
1.07,5792,5214,4123,6203,4020,6480,5283,5765,5142,5270
1.08,5632,6379,4498,4744,6526,4978,5655,6188,5515,5772
1.08,5333,6311,3576,5563,6342,6102,4325,6065,6193,4637
1.09,5697,3766,5155,5370,4972,3639,6419,6237,3696,4058
1.09,5190,3880,5077,3010,6091,5213,4740,6104,6061,5938
1.1,6897,2373,5737,2848,2666,3848,6426,5668,3804,2362
1.1,6016,3411,4258,4929,2718,4275,4749,5561,5927,4714
1.11,5026,4896,5163,4030,5620,2747,2988,6332,3581,4500
1.11,3441,6533,5528,5585,5457,3240,6151,4482,5385,4000
1.12,4196,2147,5090,4425,4873,6448,3517,5897,3944,4059
1.12,4587,5494,3205,4473,4191,5649,5188,2745,5084,5654
1.13,5143,3859,3666,5062,5914,5006,6381,4175,3802,5044
1.13,4004,5903,2926,2396,5489,5340,5595,3541,3662,5090
1.14,3209,5739,5402,5767,2817,5035,2535,3373,5750,5365
1.14,4146,3447,5687,5456,4473,5433,4601,3924,2949,5525
1.15,3348,2782,5325,2586,3144,2558,5514,1586,2359,4527
1.15,4064,5094,2475,3760,2468,2405,5614,5822,4580,4812
1.16,2433,4182,4746,3889,4827,2314,3223,3273,5430,5625
1.16,5631,5606,5005,4805,4020,5380,5182,4996,4828,3514
1.17,5346,2464,4397,5469,3101,3767,5615,3369,5279,3928
1.17,4329,5692,5882,3954,4833,4633,5169,4532,4036,5109
1.18,5207,5927,4388,4793,3398,4044,4895,5866,4615,2433
1.18,4862,5249,3454,3607,5419,5563,2117,3352,3684,3967
1.19,3654,2741,4741,5219,3621,2705,3728,4660,5662,1474
1.19,2335,2281,3875,4849,5025,3826,5193,2371,4797,5263
1.2,3175,5068,4098,3942,3224,4694,4965,3811,5321,1585
1.2,5160,3376,2382,4595,3955,5371,4565,2936,4945,3068
1.21,4572,4413,1782,3935,2746,4151,3502,3241,5173,5599
1.21,4575,5038,4806,4176,4467,5275,4697,4063,4294,4127
1.22,3890,5045,3057,5238,4576,3898,4624,4756,4353,2175
1.22,2065,4770,4824,5241,5049,4952,5040,4391,4841,3156
1.23,3504,4452,4097,4505,3969,3390,3761,4432,3988,4439
1.23,1979,4337,3061,3341,3609,2124,3151,3567,2135,3617
1.24,4159,3690,3563,3135,4752,2965,4473,2860,1769,4499
1.24,4763,4600,2208,3640,2340,1765,3975,3573,4248,3452
1.25,3789,2827,4201,4619,3435,4510,4463,3091,4656,2065
1.25,3854,1859,3821,1523,3526,3624,2973,4223,2597,5027
1.26,2897,2117,3386,4568,3428,3903,4260,2598,3709,4902
1.26,4221,4366,4082,3254,3810,3207,4227,3875,4783,2061
1.27,3984,3562,1924,3420,3540,4503,2559,3362,4481,2962
1.27,4088,3096,3157,2888,3917,4043,5252,3243,3597,3017
1.28,2456,2204,3702,4412,3754,3648,3619,4541,4056,3880
1.28,2189,3742,4456,3750,3889,2561,2745,3870,4284,3837
1.29,4390,2019,4248,4197,3710,3633,3325,3865,2456,4001
1.29,3350,1923,2772,2753,3893,2169,1817,4045,2567,3963
1.3,1905,1820,3661,3581,4361,3738,1484,3566,2006,2528
1.3,3171,3785,4025,3458,3813,4731,1476,4242,3233,1919
1.31,3144,3416,3306,3592,3319,2833,2930,3722,3601,3601
1.31,3950,2514,2119,2872,3800,3718,2913,1939,4373,4024
1.32,1668,3818,1721,2210,1886,2796,4094,1809,4033,3930
1.32,2882,2801,4107,3331,3477,3606,2831,2904,2737,4243
1.33,1855,3145,3216,3174,3700,2281,3738,2717,3119,1837
1.33,4003,3148,1923,3670,3317,3156,4124,2358,3478,3073
1.34,1619,2245,3822,2362,4080,4107,3481,3001,3756,1884
1.34,3434,3892,3541,1666,2121,3068,3631,1764,3847,3802
1.35,3746,3708,3773,4062,2160,2889,4005,2845,3449,3139
1.35,3851,2999,3272,3730,3031,3291,2699,3774,3159,3526
1.36,3510,2447,3937,3185,3536,3197,2008,3249,2794,3334
1.36,2389,2343,3523,3788,3392,2178,2171,1514,1741,2971
1.37,2205,2944,3953,1683,3017,1791,2902,2751,3360,3806
1.37,4060,3105,2568,1850,1746,3102,2952,3683,2622,3268
1.38,2351,3521,2003,2951,3395,2332,1879,1498,3785,3835
1.38,2189,2251,2554,2797,2637,3832,3860,3056,2059,2833
1.39,2504,3219,1752,3041,3175,2695,1764,3272,3773,2622
1.39,3352,3035,3293,2292,2785,3562,1902,1367,2991,3104
1.4,2190,3680,2236,2839,3542,3515,3744,2667,4033,1433
1.4,2159,1967,2615,2172,2683,1485,3212,3318,3189,3261
1.41,2654,3175,2872,3404,3030,2848,2584,2804,2303,3243
1.41,3008,3196,1821,3307,3077,3310,3302,2160,3602,2808
1.42,3554,3304,1994,1669,2475,3392,2571,2867,2860,3226
1.42,1573,2087,1987,3224,3027,2615,2900,3479,2925,2981
1.43,2759,2869,1091,3071,2511,2350,3278,3130,3240,2643
1.43,3000,2834,3238,1180,2061,2592,1978,3099,3011,2783
1.44,2330,3271,1489,3200,2573,3150,2954,1497,2858,2269
1.44,3488,3266,3249,2977,1612,2832,1543,1566,3418,2716
1.45,3336,2296,3069,1758,2932,2778,2370,3324,1949,2888
1.45,1333,2865,3184,2471,3331,3096,2755,2959,2887,2636
1.46,3159,3187,1511,2640,3293,2874,2947,2518,2599,2003
1.46,3117,2580,2915,2133,2972,2882,2727,2735,2883,2670
1.47,3233,1310,3096,2811,1674,2747,3206,3309,1399,1397
1.47,3048,3075,2744,3261,2570,2984,2750,2960,2789,1470
1.48,1363,2617,2732,2325,2904,3079,2753,2263,2839,2753
